"libc bcopy aligned 134.22",7468.16
"libc bcopy aligned 268.44",7471.48
"libc bcopy aligned 536.87",7470.96
"libc bcopy aligned 1073.74",7473.51
"Memory bzero bandwidth 0.000512",38608.07
"Memory bzero bandwidth 0.001024",41380.13
"Memory bzero bandwidth 0.002048",42963.15
"Memory bzero bandwidth 0.004096",43788.93
"Memory bzero bandwidth 0.008192",42800.11
"Memory bzero bandwidth 0.016384",43707.55
"Memory bzero bandwidth 0.032768",39896.39
"Memory bzero bandwidth 0.065536",27007.20
"Memory bzero bandwidth 0.131072",26934.92
"Memory bzero bandwidth 0.262144",25709.05
"Memory bzero bandwidth 0.524288",16928.58
"Memory bzero bandwidth 1.05",16309.92
"Memory bzero bandwidth 2.10",16304.02
"Memory bzero bandwidth 4.19",16228.40
"Memory bzero bandwidth 8.39",12758.34
"Memory bzero bandwidth 16.78",7583.49
"Memory bzero bandwidth 33.55",7237.02
"Memory bzero bandwidth 67.11",7255.01
"Memory bzero bandwidth 134.22",7303.97
"Memory bzero bandwidth 268.44",7023.98
"Memory bzero bandwidth 536.87",7066.32
"Memory bzero bandwidth 1073.74",7140.10
"Memory bzero bandwidth 2147.48",7009.93
"unrolled bcopy unaligned 0.000512",10426.05
"unrolled bcopy unaligned 0.001024",10842.47
"unrolled bcopy unaligned 0.002048",10963.94
"unrolled bcopy unaligned 0.004096",11078.31
"unrolled bcopy unaligned 0.008192",11112.08
"unrolled bcopy unaligned 0.016384",10848.17
"unrolled bcopy unaligned 0.032768",8190.51
"unrolled bcopy unaligned 0.065536",8180.11
"unrolled bcopy unaligned 0.131072",7572.94
"unrolled bcopy unaligned 0.262144",7236.81
"unrolled bcopy unaligned 0.524288",7225.58
"unrolled bcopy unaligned 1.05",7222.38
"unrolled bcopy unaligned 2.10",7069.89
"unrolled bcopy unaligned 4.19",6141.00
"unrolled bcopy unaligned 8.39",3975.64
"unrolled bcopy unaligned 16.78",4022.83
"unrolled bcopy unaligned 33.55",4145.59
"unrolled bcopy unaligned 67.11",4132.32
"unrolled bcopy unaligned 134.22",4091.13
"unrolled bcopy unaligned 268.44",4021.87
"unrolled bcopy unaligned 536.87",4050.66
"unrolled bcopy unaligned 1073.74",4052.65
"unrolled partial bcopy unaligned 0.000512",38609.49
"unrolled partial bcopy unaligned 0.001024",41401.92
"unrolled partial bcopy unaligned 0.002048",42964.12
"unrolled partial bcopy unaligned 0.004096",43788.93
"unrolled partial bcopy unaligned 0.008192",44205.72
"unrolled partial bcopy unaligned 0.016384",38824.90
"unrolled partial bcopy unaligned 0.032768",16999.08
"unrolled partial bcopy unaligned 0.065536",17029.60
"unrolled partial bcopy unaligned 0.131072",15821.48
"unrolled partial bcopy unaligned 0.262144",11651.90
"unrolled partial bcopy unaligned 0.524288",11325.15
"unrolled partial bcopy unaligned 1.05",11313.53
"unrolled partial bcopy unaligned 2.10",11194.07
"unrolled partial bcopy unaligned 4.19",8016.64
"unrolled partial bcopy unaligned 8.39",4549.14
"unrolled partial bcopy unaligned 16.78",4732.64
"unrolled partial bcopy unaligned 33.55",4582.06
"unrolled partial bcopy unaligned 67.11",4781.88
"unrolled partial bcopy unaligned 134.22",4674.95
"unrolled partial bcopy unaligned 268.44",4712.04
"unrolled partial bcopy unaligned 536.87",4711.96
"unrolled partial bcopy unaligned 1073.74",4755.00
"Memory read bandwidth 0.000512",7027.27
"Memory read bandwidth 0.001024",7055.09
"Memory read bandwidth 0.002048",7079.71
"Memory read bandwidth 0.004096",7079.82
"Memory read bandwidth 0.008192",7079.23
"Memory read bandwidth 0.016384",7073.96
"Memory read bandwidth 0.032768",7068.82
"Memory read bandwidth 0.065536",7059.55
"Memory read bandwidth 0.131072",7059.92
"Memory read bandwidth 0.262144",6929.79
"Memory read bandwidth 0.524288",6820.16
"Memory read bandwidth 1.05",6822.47
"Memory read bandwidth 2.10",6818.77
"Memory read bandwidth 4.19",6824.94
"Memory read bandwidth 8.39",6506.83
"Memory read bandwidth 16.78",5988.65
"Memory read bandwidth 33.55",5966.29
"Memory read bandwidth 67.11",5979.58
"Memory read bandwidth 134.22",5973.73
"Memory read bandwidth 268.44",5974.66
"Memory read bandwidth 536.87",5979.58
"Memory read bandwidth 1073.74",5978.78
"Memory read bandwidth 2147.48",5974.96
"Memory partial read bandwidth 0.000512",39679.43
"Memory partial read bandwidth 0.001024",42011.16
"Memory partial read bandwidth 0.002048",42948.52
"Memory partial read bandwidth 0.004096",43519.91
"Memory partial read bandwidth 0.008192",43752.49
"Memory partial read bandwidth 0.016384",43977.01
"Memory partial read bandwidth 0.032768",43302.11
"Memory partial read bandwidth 0.065536",29746.41
"Memory partial read bandwidth 0.131072",29646.10
"Memory partial read bandwidth 0.262144",26413.93
"Memory partial read bandwidth 0.524288",22261.96
"Memory partial read bandwidth 1.05",22190.02
"Memory partial read bandwidth 2.10",22174.19
"Memory partial read bandwidth 4.19",22341.82
"Memory partial read bandwidth 8.39",18352.17
"Memory partial read bandwidth 16.78",12063.43
"Memory partial read bandwidth 33.55",11928.34
"Memory partial read bandwidth 67.11",11930.46
"Memory partial read bandwidth 134.22",11967.70
"Memory partial read bandwidth 268.44",11990.15
"Memory partial read bandwidth 536.87",11964.76
"Memory partial read bandwidth 1073.74",11978.65
"Memory partial read bandwidth 2147.48",11968.36
"Memory write bandwidth 0.000512",10661.01
"Memory write bandwidth 0.001024",10904.88
"Memory write bandwidth 0.002048",11029.95
"Memory write bandwidth 0.004096",11094.75
"Memory write bandwidth 0.008192",11126.23
"Memory write bandwidth 0.016384",11145.11
"Memory write bandwidth 0.032768",11140.76
"Memory write bandwidth 0.065536",10490.99
"Memory write bandwidth 0.131072",10494.45
"Memory write bandwidth 0.262144",10138.95
"Memory write bandwidth 0.524288",9940.46
"Memory write bandwidth 1.05",9929.34
"Memory write bandwidth 2.10",9915.61
"Memory write bandwidth 4.19",9925.67
"Memory write bandwidth 8.39",9521.69
"Memory write bandwidth 16.78",6473.52
"Memory write bandwidth 33.55",7180.49
"Memory write bandwidth 67.11",7316.71
"Memory write bandwidth 134.22",7109.74
"Memory write bandwidth 268.44",7127.30
"Memory write bandwidth 536.87",7112.76
"Memory write bandwidth 1073.74",6969.72
"Memory write bandwidth 2147.48",6913.94
"Memory partial write bandwidth 0.000512",39677.17
"Memory partial write bandwidth 0.001024",42017.67
"Memory partial write bandwidth 0.002048",43283.51
"Memory partial write bandwidth 0.004096",43947.08
"Memory partial write bandwidth 0.008192",44295.66
"Memory partial write bandwidth 0.016384",44458.50
"Memory partial write bandwidth 0.032768",42401.68
"Memory partial write bandwidth 0.065536",27192.87
"Memory partial write bandwidth 0.131072",26610.78
"Memory partial write bandwidth 0.262144",25461.58
"Memory partial write bandwidth 0.524288",17142.93
"Memory partial write bandwidth 1.05",15967.21
"Memory partial write bandwidth 2.10",15962.37
"Memory partial write bandwidth 4.19",15881.79
"Memory partial write bandwidth 8.39",12318.07
"Memory partial write bandwidth 16.78",7470.93
"Memory partial write bandwidth 33.55",7268.37
"Memory partial write bandwidth 67.11",7235.46
"Memory partial write bandwidth 134.22",7275.46
"Memory partial write bandwidth 268.44",7208.64
