"Iteration", "Perturbation", "Bytes","Throughput (Mbps)","Time (s)"
4,4,65539,31325.869202,0.00001596
4,4,98301,39799.548055,0.00001884
4,4,98304,39439.307433,0.00001902
4,4,98307,39234.508364,0.00001912
4,4,131069,42056.813303,0.00002378
4,4,131072,42160.158801,0.00002372
4,4,131075,42030.233758,0.00002379
4,4,196605,47254.163865,0.00003174
4,4,196608,47156.363065,0.00003181
4,4,196611,48057.758559,0.00003121
4,4,262141,52012.635132,0.00003845
4,4,262144,49863.354389,0.00004011
4,4,262147,49795.266376,0.00004016
4,4,393213,52828.292622,0.00005679
4,4,393216,53950.025133,0.00005561
4,4,393219,54030.844719,0.00005552
4,4,524285,55963.218493,0.00007148
4,4,524288,56083.853536,0.00007132
4,4,524291,55785.771025,0.00007170
4,4,786429,57040.925558,0.00010519
4,4,786432,56862.275895,0.00010552
4,4,786435,56733.764275,0.00010576
4,4,1048573,57963.503273,0.00013802
4,4,1048576,59082.175125,0.00013540
4,4,1048579,58885.930968,0.00013586
4,4,1572861,59580.157124,0.00020141
4,4,1572864,59778.770672,0.00020074
4,4,1572867,59730.265256,0.00020090
4,4,2097149,60380.051639,0.00026499
4,4,2097152,60598.694659,0.00026403
4,4,2097155,60472.791092,0.00026458
4,4,3145725,56389.076574,0.00042561
4,4,3145728,54740.065485,0.00043844
4,4,3145731,54416.611396,0.00044104
4,4,4194301,44213.075073,0.00072377
4,4,4194304,44773.850474,0.00071470
4,4,4194307,44917.316494,0.00071242
4,4,6291453,35745.396005,0.00134283
4,4,6291456,35627.684519,0.00134727
4,4,6291459,35918.535122,0.00133636
4,4,8388605,35355.041200,0.00181021
4,4,8388608,34890.025403,0.00183434
4,4,8388611,34803.252368,0.00183891
4,4,12582909,34239.477748,0.00280378
4,4,12582912,34938.094470,0.00274772
4,4,12582915,34936.051668,0.00274788
4,4,16777213,35786.616185,0.00357676
4,4,16777216,35054.529937,0.00365145
4,4,16777219,34812.456407,0.00367685
5,5,1,0.846788,0.00000901
5,5,2,2.798532,0.00000545
5,5,3,4.707594,0.00000486
5,5,4,5.647471,0.00000540
5,5,6,8.372717,0.00000547
5,5,8,11.841122,0.00000515
5,5,12,16.963015,0.00000540
5,5,13,18.599716,0.00000533
5,5,16,29.787952,0.00000410
5,5,19,32.929575,0.00000440
5,5,21,29.616428,0.00000541
5,5,24,35.970742,0.00000509
5,5,27,53.951172,0.00000382
5,5,29,45.472865,0.00000487
5,5,32,44.529155,0.00000548
5,5,35,49.169370,0.00000543
5,5,45,64.209244,0.00000535
5,5,48,76.148784,0.00000481
5,5,51,71.782451,0.00000542
5,5,61,84.924180,0.00000548
5,5,64,92.391287,0.00000528
5,5,67,93.161135,0.00000549
5,5,93,193.549405,0.00000367
5,5,96,160.896527,0.00000455
5,5,99,147.456281,0.00000512
5,5,125,177.041249,0.00000539
5,5,128,232.070202,0.00000421
5,5,131,191.197607,0.00000523
5,5,189,263.459470,0.00000547
5,5,192,298.993034,0.00000490
5,5,195,335.326503,0.00000444
5,5,253,354.507442,0.00000544
5,5,256,361.612070,0.00000540
5,5,259,368.426642,0.00000536
5,5,381,535.876143,0.00000542
5,5,384,742.052320,0.00000395
5,5,387,636.465212,0.00000464
5,5,509,744.617436,0.00000522
5,5,512,716.063767,0.00000546
5,5,515,719.076971,0.00000546
5,5,765,1059.739763,0.00000551
5,5,768,1066.550633,0.00000549
5,5,771,1070.614792,0.00000549
5,5,1021,1420.184680,0.00000548
5,5,1024,1415.383121,0.00000552
5,5,1027,1418.547200,0.00000552
5,5,1533,2350.359370,0.00000498
5,5,1536,2538.436028,0.00000462
5,5,1539,2343.479058,0.00000501
5,5,2045,2808.174804,0.00000556
5,5,2048,2810.232373,0.00000556
5,5,2051,2821.253866,0.00000555
5,5,3069,4326.063106,0.00000541
5,5,3072,5481.694421,0.00000428
5,5,3075,4222.219899,0.00000556
5,5,4093,5678.766854,0.00000550
5,5,4096,5679.034877,0.00000550
5,5,4099,5718.807907,0.00000547
5,5,6141,9038.757134,0.00000518
5,5,6144,10451.790259,0.00000448
5,5,6147,8352.585225,0.00000561
5,5,8189,10735.786590,0.00000582
5,5,8192,10357.086166,0.00000603
5,5,8195,10590.869519,0.00000590
5,5,12285,14783.236577,0.00000634
5,5,12288,14949.692087,0.00000627
5,5,12291,15056.929176,0.00000623
5,5,16381,19030.195733,0.00000657
5,5,16384,17606.859159,0.00000710
5,5,16387,18743.587657,0.00000667
5,5,24573,24636.146966,0.00000761
5,5,24576,24083.748862,0.00000779
5,5,24579,25232.331903,0.00000743
5,5,32765,20653.399492,0.00001210
5,5,32768,24167.883520,0.00001034
5,5,32771,23398.336504,0.00001069
5,5,49149,26747.531497,0.00001402
5,5,49152,26718.903088,0.00001404
5,5,49155,26227.503291,0.00001430
