"size=8k ovr=1.28 96",5.83
"size=16k ovr=1.87 2",5.51
"size=16k ovr=1.87 4",4.50
"size=16k ovr=1.87 8",4.72
"size=16k ovr=1.87 16",5.86
"size=16k ovr=1.87 24",4.05
"size=16k ovr=1.87 32",4.34
"size=16k ovr=1.87 64",4.84
"size=16k ovr=1.87 96",6.13
"size=32k ovr=3.16 2",3.22
"size=32k ovr=3.16 4",3.61
"size=32k ovr=3.16 8",4.20
"size=32k ovr=3.16 16",3.48
"size=32k ovr=3.16 24",5.03
"size=32k ovr=3.16 32",4.28
"size=32k ovr=3.16 64",5.28
"size=32k ovr=3.16 96",5.53
"size=64k ovr=5.75 2",4.13
"size=64k ovr=5.75 4",3.89
"size=64k ovr=5.75 8",4.77
"size=64k ovr=5.75 16",5.09
"size=64k ovr=5.75 24",5.78
"size=64k ovr=5.75 32",4.59
"size=64k ovr=5.75 64",4.78
"size=64k ovr=5.75 96",6.09
"./lmbench",479
