0,0.000000,0.000000
0,0.000000,0.000000
8,1.673687,0.749471
16,3.093255,1.515369
24,4.579608,2.268438
32,6.177707,3.038705
48,9.438627,4.517106
64,12.993101,6.078971
96,19.024148,9.156617
104,21.637598,9.813606
128,24.027176,12.014322
152,29.260959,14.425087
168,32.507069,15.649024
192,35.363837,18.153734
216,44.852221,20.421193
232,47.718815,21.938286
256,50.833317,24.111545
280,52.557299,26.697228
360,74.598954,33.641274
384,74.417352,36.310528
408,83.817000,38.462214
488,97.770120,46.168359
512,94.636375,48.582813
536,117.545607,50.897981
744,146.198031,69.842863
768,156.809803,72.688459
792,156.370155,74.978606
1000,190.613267,94.994461
1024,197.200961,95.729398
1048,214.174277,99.051748
1512,304.873789,139.975874
1536,299.301765,143.205740
1560,327.854277,144.732925
2024,420.661094,190.434068
2048,414.806785,190.428097
2072,387.124356,193.760930
3048,607.997735,279.588585
3072,579.794772,284.663264
3096,587.182084,288.030681
4072,771.187172,377.881731
4096,824.138459,376.375585
4120,818.944909,387.855168
6120,1180.573076,568.686811
6144,1186.254211,570.154701
6168,1108.413578,566.358100
8168,1691.566516,746.566884
8192,1526.696517,757.086945
8216,1563.248668,751.181115
12264,2371.043896,1081.896043
12288,2451.651432,1075.590956
12312,2194.643429,1081.139846
16360,3294.463981,1392.100736
16384,2844.108654,1430.116514
16408,3093.403638,1412.213684
24552,4316.410007,2065.865699
24576,4383.722702,2055.401884
24600,4339.152351,2071.638480
32744,5516.037396,2683.344129
32768,5297.564121,2708.517353
32792,6070.663495,2695.384826
49128,7212.292803,3819.646799
49152,7186.142436,3814.055907
49176,7140.824280,3839.272663
65512,8942.521877,4834.575121
65536,9032.739844,4843.817061
65560,9044.298699,4867.565139
98280,8171.247755,6559.121883
98304,8639.308127,6556.089050
98328,8708.162651,6548.571204
131048,9753.020462,7676.878759
131072,10568.881839,7708.346986
131096,10000.831589,7779.900360
196584,12690.105501,9616.413105
196608,12547.046729,9679.386931
196632,12585.890395,9597.976818
262120,14568.676870,11168.236042
262144,14796.230269,11150.279254
262168,14768.752549,11170.101117
393192,16864.718844,12510.969215
393216,17057.627287,12530.435907
393240,16874.301306,12402.471548
524264,18240.279819,12248.960668
524288,18460.840916,12236.655281
524312,17655.547676,11783.876833
786408,19794.731003,14193.715820
786432,19727.864941,14215.730939
786456,19656.562666,14135.209986
1048552,20679.124267,15471.213559
1048576,20774.720917,15393.459470
1048600,19622.433320,14115.238635
1572840,23268.398423,18076.643323
1572864,23274.250981,18048.119097
1572888,23405.697624,18118.663361
2097128,26292.095926,18614.407058
2097152,26452.428683,18623.062046
2097176,25407.604989,18545.627373
3145704,29291.851481,20128.680491
3145728,29365.126370,20040.065654
3145752,28558.278887,19502.067401
4194280,31306.800795,20703.819275
4194304,31270.768290,20664.692804
4194328,30488.585875,20773.867890
6291432,33456.735505,21900.713244
6291456,33436.540516,21839.347919
6291480,32954.891489,21649.949640
8388584,34388.709042,22198.521376
8388608,34355.379761,22275.930975
8388632,34216.530241,22412.186905
12582888,35522.400816,22581.086893
12582912,35456.174040,22546.608746
12582936,35396.028567,22586.285398
16777192,30771.883098,20597.956616
16777216,30817.617877,20596.657838
16777240,30748.329549,20631.092575
25165800,26305.011874,19394.173722
25165824,26342.479214,19414.238898
25165848,26293.004014,19349.777817
33554408,25525.249868,19080.199392
33554432,25458.254891,19050.389818
33554456,25386.177791,19081.154009
50331624,25350.705055,19201.853759
50331648,25438.064542,19234.632242
50331672,25480.907420,19143.674137
67108840,25189.732013,19354.246509
67108864,25207.574775,19350.507528
67108888,25188.229081,19288.269361
100663272,25505.780905,19327.141670
100663296,25544.471780,19325.856595
100663320,25545.394898,19244.384214
134217704,25412.058868,19364.833364
134217728,25384.623694,19349.398245
134217752,25302.054707,19269.052590
