"Iteration","Time","Throughput (bps)","Bits","Bytes","Variance","Iteration","Time","Throughput (bps)","Bits","Bytes","Variance"
5,0.000007,8978.251085,65512,8189,0.000000,5,0.000013,4811.095824,65512,8189,0.000000
1,0.000007,8984.132152,65536,8192,0.000000,1,0.000013,4910.716580,65536,8192,0.000000
2,0.000007,9224.793080,65536,8192,0.000000,2,0.000013,4846.936323,65536,8192,0.000000
3,0.000007,9167.351221,65536,8192,0.000000,3,0.000013,4868.053750,65536,8192,0.000000
4,0.000007,8735.000000,65536,8192,0.000000,4,0.000013,4838.438334,65536,8192,0.000000
5,0.000007,9052.422766,65536,8192,0.000000,5,0.000013,4754.940317,65536,8192,0.000000
1,0.000007,9172.749970,65560,8195,0.000000,1,0.000013,4874.302404,65560,8195,0.000000
2,0.000007,9157.118656,65560,8195,0.000000,2,0.000013,4908.675224,65560,8195,0.000000
3,0.000007,8752.724268,65560,8195,0.000000,3,0.000013,4775.279852,65560,8195,0.000000
4,0.000007,9258.692960,65560,8195,0.000000,4,0.000013,4802.847701,65560,8195,0.000000
5,0.000007,8880.207639,65560,8195,0.000000,5,0.000013,4976.720515,65560,8195,0.000000
1,0.000012,7962.032806,98280,12285,0.000000,1,0.000014,6744.198118,98280,12285,0.000000
2,0.000012,7930.221184,98280,12285,0.000000,2,0.000015,6458.289360,98280,12285,0.000000
3,0.000011,8480.969741,98280,12285,0.000000,3,0.000014,6558.837845,98280,12285,0.000000
4,0.000012,7944.712558,98280,12285,0.000000,4,0.000014,6621.548775,98280,12285,0.000000
5,0.000011,8538.302484,98280,12285,0.000000,5,0.000015,6412.735315,98280,12285,0.000000
1,0.000010,9060.146742,98304,12288,0.000000,1,0.000014,6613.232326,98304,12288,0.000000
2,0.000011,8697.158846,98304,12288,0.000000,2,0.000014,6485.692436,98304,12288,0.000000
3,0.000011,8291.786908,98304,12288,0.000000,3,0.000014,6489.059920,98304,12288,0.000000
4,0.000011,8251.749787,98304,12288,0.000000,4,0.000014,6771.851391,98304,12288,0.000000
5,0.000011,8895.698353,98304,12288,0.000000,5,0.000015,6420.609175,98304,12288,0.000000
1,0.000010,9044.869357,98328,12291,0.000000,1,0.000014,6602.287671,98328,12291,0.000000
2,0.000011,8868.566369,98328,12291,0.000000,2,0.000014,6553.300863,98328,12291,0.000000
3,0.000011,8613.080938,98328,12291,0.000000,3,0.000014,6497.645590,98328,12291,0.000000
4,0.000011,8466.103635,98328,12291,0.000000,4,0.000014,6641.323924,98328,12291,0.000000
5,0.000011,8548.192955,98328,12291,0.000000,5,0.000015,6448.297972,98328,12291,0.000000
1,0.000013,9806.744238,131048,16381,0.000000,1,0.000016,7764.455508,131048,16381,0.000000
2,0.000013,9807.906492,131048,16381,0.000000,2,0.000016,7625.567421,131048,16381,0.000000
3,0.000013,9477.229310,131048,16381,0.000000,3,0.000016,7641.462090,131048,16381,0.000000
4,0.000012,10172.464496,131048,16381,0.000000,4,0.000016,7769.637119,131048,16381,0.000000
5,0.000013,9500.757775,131048,16381,0.000000,5,0.000016,7583.271655,131048,16381,0.000000
1,0.000012,10215.624594,131072,16384,0.000000,1,0.000016,7827.623918,131072,16384,0.000000
2,0.000012,10802.863527,131072,16384,0.000000,2,0.000016,7718.616687,131072,16384,0.000000
3,0.000012,10347.168208,131072,16384,0.000000,3,0.000016,7642.000000,131072,16384,0.000000
4,0.000012,10731.013176,131072,16384,0.000000,4,0.000016,7739.038708,131072,16384,0.000000
5,0.000012,10747.739690,131072,16384,0.000000,5,0.000016,7614.455615,131072,16384,0.000000
1,0.000013,9749.873409,131096,16387,0.000000,1,0.000016,7892.569328,131096,16387,0.000000
2,0.000012,10552.711426,131096,16387,0.000000,2,0.000017,7569.036416,131096,16387,0.000000
3,0.000013,9951.822264,131096,16387,0.000000,3,0.000016,7767.680581,131096,16387,0.000000
4,0.000013,9758.146696,131096,16387,0.000000,4,0.000016,7898.388438,131096,16387,0.000000
5,0.000013,9991.604151,131096,16387,0.000000,5,0.000016,7771.827035,131096,16387,0.000000
1,0.000015,12651.135641,196584,24573,0.000000,1,0.000019,9865.047192,196584,24573,0.000000
2,0.000015,12521.810484,196584,24573,0.000000,2,0.000020,9587.934061,196584,24573,0.000000
3,0.000015,12913.214341,196584,24573,0.000000,3,0.000020,9549.651710,196584,24573,0.000000
4,0.000015,12749.752691,196584,24573,0.000000,4,0.000019,9678.965581,196584,24573,0.000000
5,0.000015,12614.614347,196584,24573,0.000000,5,0.000020,9400.466981,196584,24573,0.000000
1,0.000015,12331.140076,196608,24576,0.000000,1,0.000019,9730.034747,196608,24576,0.000000
2,0.000015,12610.646131,196608,24576,0.000000,2,0.000019,9774.085476,196608,24576,0.000000
3,0.000015,12586.622526,196608,24576,0.000000,3,0.000019,9675.911966,196608,24576,0.000000
4,0.000015,12801.957169,196608,24576,0.000000,4,0.000019,9806.990995,196608,24576,0.000000
5,0.000015,12404.867745,196608,24576,0.000000,5,0.000020,9409.911473,196608,24576,0.000000
1,0.000015,12308.010159,196632,24579,0.000000,1,0.000019,9654.081105,196632,24579,0.000000
2,0.000015,12625.416971,196632,24579,0.000000,2,0.000019,9640.228210,196632,24579,0.000000
3,0.000015,12871.203881,196632,24579,0.000000,3,0.000020,9600.503131,196632,24579,0.000000
4,0.000015,12516.196236,196632,24579,0.000000,4,0.000020,9531.406351,196632,24579,0.000000
5,0.000015,12608.624726,196632,24579,0.000000,5,0.000020,9563.665295,196632,24579,0.000000
1,0.000017,14396.064032,262120,32765,0.000000,1,0.000022,11350.804769,262120,32765,0.000000
2,0.000017,14537.541099,262120,32765,0.000000,2,0.000022,11216.251411,262120,32765,0.000000
3,0.000017,14518.973227,262120,32765,0.000000,3,0.000022,11110.966912,262120,32765,0.000000
4,0.000017,14564.112683,262120,32765,0.000000,4,0.000022,11207.974942,262120,32765,0.000000
5,0.000017,14826.693309,262120,32765,0.000000,5,0.000023,10955.182175,262120,32765,0.000000
1,0.000017,14933.613859,262144,32768,0.000000,1,0.000022,11259.916459,262144,32768,0.000000
2,0.000017,15080.916802,262144,32768,0.000000,2,0.000022,11306.445004,262144,32768,0.000000
3,0.000017,14460.163538,262144,32768,0.000000,3,0.000022,11154.615227,262144,32768,0.000000
4,0.000017,14681.457146,262144,32768,0.000000,4,0.000022,11163.349837,262144,32768,0.000000
5,0.000017,14825.000000,262144,32768,0.000000,5,0.000023,10867.069743,262144,32768,0.000000
1,0.000017,14416.374150,262168,32771,0.000000,1,0.000023,11083.694062,262168,32771,0.000000
2,0.000017,14843.881568,262168,32771,0.000000,2,0.000023,11085.333914,262168,32771,0.000000
3,0.000017,15063.878414,262168,32771,0.000000,3,0.000022,11199.817201,262168,32771,0.000000
4,0.000017,14982.996681,262168,32771,0.000000,4,0.000022,11392.885010,262168,32771,0.000000
5,0.000017,14536.631931,262168,32771,0.000000,5,0.000023,11088.775396,262168,32771,0.000000
1,0.000022,16945.673815,393192,49149,0.000000,1,0.000030,12556.641013,393192,49149,0.000000
2,0.000022,16765.542048,393192,49149,0.000000,2,0.000030,12596.952180,393192,49149,0.000000
3,0.000022,16912.135753,393192,49149,0.000000,3,0.000030,12499.229469,393192,49149,0.000000
4,0.000022,16719.963284,393192,49149,0.000000,4,0.000030,12601.001257,393192,49149,0.000000
5,0.000022,16980.279320,393192,49149,0.000000,5,0.000030,12301.022155,393192,49149,0.000000
1,0.000022,17115.913048,393216,49152,0.000000,1,0.000030,12532.181478,393216,49152,0.000000
2,0.000022,16731.293827,393216,49152,0.000000,2,0.000030,12608.110202,393216,49152,0.000000
3,0.000021,17452.014857,393216,49152,0.000000,3,0.000030,12473.798264,393216,49152,0.000000
4,0.000022,16939.969801,393216,49152,0.000000,4,0.000030,12537.320928,393216,49152,0.000000
5,0.000022,17048.944902,393216,49152,0.000000,5,0.000030,12500.768665,393216,49152,0.000000
1,0.000023,16537.964486,393240,49155,0.000000,1,0.000030,12470.908951,393240,49155,0.000000
2,0.000022,16952.402607,393240,49155,0.000000,2,0.000030,12507.461055,393240,49155,0.000000
3,0.000022,17160.327962,393240,49155,0.000000,3,0.000030,12412.696450,393240,49155,0.000000
4,0.000022,16806.831034,393240,49155,0.000000,4,0.000030,12364.657795,393240,49155,0.000000
5,0.000022,16913.980441,393240,49155,0.000000,5,0.000031,12256.633487,393240,49155,0.000000
1,0.000027,18374.176382,524264,65533,0.000000,1,0.000041,12314.997014,524264,65533,0.000000
2,0.000027,18197.233082,524264,65533,0.000000,2,0.000041,12134.810814,524264,65533,0.000000
3,0.000027,18419.445114,524264,65533,0.000000,3,0.000041,12202.977379,524264,65533,0.000000
4,0.000028,17784.917081,524264,65533,0.000000,4,0.000041,12322.303119,524264,65533,0.000000
5,0.000027,18425.627436,524264,65533,0.000000,5,0.000041,12269.715012,524264,65533,0.000000
1,0.000027,18520.168270,524288,65536,0.000000,1,0.000041,12312.000000,524288,65536,0.000000
2,0.000027,18342.731214,524288,65536,0.000000,2,0.000041,12229.831561,524288,65536,0.000000
3,0.000027,18420.000000,524288,65536,0.000000,3,0.000041,12151.397931,524288,65536,0.000000
4,0.000027,18221.314609,524288,65536,0.000000,4,0.000041,12270.919878,524288,65536,0.000000
5,0.000027,18799.990487,524288,65536,0.000000,5,0.000041,12219.127034,524288,65536,0.000000
1,0.000028,17605.367844,524312,65539,0.000000,1,0.000042,11977.192255,524312,65539,0.000000
2,0.000028,17635.423280,524312,65539,0.000000,2,0.000042,11988.789901,524312,65539,0.000000
3,0.000028,17577.150824,524312,65539,0.000000,3,0.000042,11910.343764,524312,65539,0.000000
4,0.000029,17520.033379,524312,65539,0.000000,4,0.000045,11112.826601,524312,65539,0.000000
5,0.000028,17939.763055,524312,65539,0.000000,5,0.000042,11930.231642,524312,65539,0.000000
1,0.000038,19883.428304,786408,98301,0.000000,1,0.000054,13903.602421,786408,98301,0.000000
2,0.000039,19054.179927,786408,98301,0.000000,2,0.000053,14225.832359,786408,98301,0.000000
3,0.000037,20155.354187,786408,98301,0.000000,3,0.000053,14042.020835,786408,98301,0.000000
4,0.000038,19494.946391,786408,98301,0.000000,4,0.000052,14368.528901,786408,98301,0.000000
5,0.000037,20385.746207,786408,98301,0.000000,5,0.000052,14428.594582,786408,98301,0.000000
1,0.000038,19782.087300,786432,98304,0.000000,1,0.000054,13790.179981,786432,98304,0.000000
2,0.000039,19303.951592,786432,98304,0.000000,2,0.000053,14281.625768,786432,98304,0.000000
3,0.000038,19936.208099,786432,98304,0.000000,3,0.000053,14181.821461,786432,98304,0.000000
4,0.000038,19513.516755,786432,98304,0.000000,4,0.000052,14469.795023,786432,98304,0.000000
5,0.000037,20103.560960,786432,98304,0.000000,5,0.000052,14355.232463,786432,98304,0.000000
1,0.000038,19625.600913,786456,98307,0.000000,1,0.000055,13678.990263,786456,98307,0.000000
2,0.000040,18978.456012,786456,98307,0.000000,2,0.000053,14250.440328,786456,98307,0.000000
3,0.000037,20321.712297,786456,98307,0.000000,3,0.000053,14151.634880,786456,98307,0.000000
4,0.000039,19473.641713,786456,98307,0.000000,4,0.000053,14268.194465,786456,98307,0.000000
5,0.000038,19883.402394,786456,98307,0.000000,5,0.000052,14326.789992,786456,98307,0.000000
1,0.000049,20373.366727,1048552,131069,0.000000,1,0.000067,14819.178519,1048552,131069,0.000000
2,0.000050,19980.588575,1048552,131069,0.000000,2,0.000064,15519.252918,1048552,131069,0.000000
3,0.000048,21004.155498,1048552,131069,0.000000,3,0.000065,15336.240047,1048552,131069,0.000000
4,0.000048,20797.606424,1048552,131069,0.000000,4,0.000063,15929.274022,1048552,131069,0.000000
5,0.000047,21239.904110,1048552,131069,0.000000,5,0.000063,15752.122288,1048552,131069,0.000000
1,0.000049,20615.386367,1048576,131072,0.000000,1,0.000067,14875.497678,1048576,131072,0.000000
2,0.000050,20056.219062,1048576,131072,0.000000,2,0.000065,15328.061970,1048576,131072,0.000000
3,0.000047,21255.062534,1048576,131072,0.000000,3,0.000065,15397.600623,1048576,131072,0.000000
4,0.000048,20875.495932,1048576,131072,0.000000,4,0.000064,15739.143962,1048576,131072,0.000000
5,0.000047,21071.440692,1048576,131072,0.000000,5,0.000064,15626.993116,1048576,131072,0.000000
1,0.000051,19589.801124,1048600,131075,0.000000,1,0.000073,13770.686522,1048600,131075,0.000000
2,0.000052,19137.853886,1048600,131075,0.000000,2,0.000071,14088.553895,1048600,131075,0.000000
3,0.000050,19821.339876,1048600,131075,0.000000,3,0.000069,14412.317045,1048600,131075,0.000000
4,0.000051,19691.026640,1048600,131075,0.000000,4,0.000070,14253.948246,1048600,131075,0.000000
5,0.000050,19872.145074,1048600,131075,0.000000,5,0.000071,14050.687469,1048600,131075,0.000000
1,0.000065,23240.152829,1572840,196605,0.000000,1,0.000086,17501.437479,1572840,196605,0.000000
2,0.000066,22565.704775,1572840,196605,0.000000,2,0.000083,18092.201029,1572840,196605,0.000000
3,0.000064,23590.129798,1572840,196605,0.000000,3,0.000083,18009.728052,1572840,196605,0.000000
4,0.000064,23512.388218,1572840,196605,0.000000,4,0.000082,18360.551558,1572840,196605,0.000000
5,0.000064,23433.616497,1572840,196605,0.000000,5,0.000081,18419.298499,1572840,196605,0.000000
1,0.000064,23261.265125,1572864,196608,0.000000,1,0.000086,17513.516423,1572864,196608,0.000000
2,0.000066,22585.589337,1572864,196608,0.000000,2,0.000083,18108.111116,1572864,196608,0.000000
3,0.000064,23612.616535,1572864,196608,0.000000,3,0.000083,17973.060769,1572864,196608,0.000000
4,0.000064,23531.535440,1572864,196608,0.000000,4,0.000082,18268.654636,1572864,196608,0.000000
5,0.000064,23380.248467,1572864,196608,0.000000,5,0.000082,18377.252540,1572864,196608,0.000000
1,0.000064,23562.669836,1572888,196611,0.000000,1,0.000086,17522.792806,1572888,196611,0.000000
2,0.000066,22740.538478,1572888,196611,0.000000,2,0.000081,18459.002745,1572888,196611,0.000000
3,0.000063,23918.298367,1572888,196611,0.000000,3,0.000082,18377.582427,1572888,196611,0.000000
4,0.000064,23549.912799,1572888,196611,0.000000,4,0.000082,18224.835956,1572888,196611,0.000000
5,0.000064,23257.068639,1572888,196611,0.000000,5,0.000083,18009.102869,1572888,196611,0.000000
1,0.000076,26311.240789,2097128,262141,0.000000,1,0.000109,18272.106740,2097128,262141,0.000000
2,0.000079,25386.659229,2097128,262141,0.000000,2,0.000107,18721.258677,2097128,262141,0.000000
3,0.000076,26427.561514,2097128,262141,0.000000,3,0.000106,18820.060455,2097128,262141,0.000000
4,0.000075,26558.100240,2097128,262141,0.000000,4,0.000107,18654.163742,2097128,262141,0.000000
5,0.000075,26776.917860,2097128,262141,0.000000,5,0.000107,18604.445677,2097128,262141,0.000000
1,0.000076,26409.630867,2097152,262144,0.000000,1,0.000109,18345.393752,2097152,262144,0.000000
2,0.000078,25477.904230,2097152,262144,0.000000,2,0.000107,18645.423711,2097152,262144,0.000000
3,0.000074,26955.088401,2097152,262144,0.000000,3,0.000107,18666.677404,2097152,262144,0.000000
4,0.000075,26544.000000,2097152,262144,0.000000,4,0.000107,18640.000000,2097152,262144,0.000000
5,0.000074,26875.519918,2097152,262144,0.000000,5,0.000106,18817.815364,2097152,262144,0.000000
1,0.000079,25191.142836,2097176,262147,0.000000,1,0.000110,18190.694828,2097176,262147,0.000000
2,0.000081,24682.462861,2097176,262147,0.000000,2,0.000108,18492.268259,2097176,262147,0.000000
3,0.000078,25710.233052,2097176,262147,0.000000,3,0.000106,18882.808791,2097176,262147,0.000000
4,0.000078,25523.369948,2097176,262147,0.000000,4,0.000107,18715.086084,2097176,262147,0.000000
5,0.000077,25930.816250,2097176,262147,0.000000,5,0.000108,18447.278902,2097176,262147,0.000000
1,0.000104,28969.106338,3145704,393213,0.000000,1,0.000151,19871.572264,3145704,393213,0.000000
2,0.000106,28207.116467,3145704,393213,0.000000,2,0.000145,20624.844751,3145704,393213,0.000000
3,0.000100,30112.276542,3145704,393213,0.000000,3,0.000151,19831.775216,3145704,393213,0.000000
4,0.000102,29536.822468,3145704,393213,0.000000,4,0.000151,19925.984447,3145704,393213,0.000000
5,0.000101,29633.935588,3145704,393213,0.000000,5,0.000147,20389.225775,3145704,393213,0.000000
1,0.000103,29078.311750,3145728,393216,0.000000,1,0.000150,19933.748224,3145728,393216,0.000000
2,0.000106,28234.238924,3145728,393216,0.000000,2,0.000149,20087.718850,3145728,393216,0.000000
3,0.000099,30216.865908,3145728,393216,0.000000,3,0.000151,19897.589333,3145728,393216,0.000000
4,0.000101,29638.552684,3145728,393216,0.000000,4,0.000150,19945.949259,3145728,393216,0.000000
5,0.000101,29657.662584,3145728,393216,0.000000,5,0.000148,20335.322606,3145728,393216,0.000000
1,0.000106,28250.949740,3145752,393219,0.000000,1,0.000154,19478.149895,3145752,393219,0.000000
2,0.000108,27834.546650,3145752,393219,0.000000,2,0.000157,19169.201947,3145752,393219,0.000000
3,0.000103,29014.640313,3145752,393219,0.000000,3,0.000152,19732.295418,3145752,393219,0.000000
4,0.000105,28626.322765,3145752,393219,0.000000,4,0.000154,19495.758964,3145752,393219,0.000000
5,0.000103,29064.934966,3145752,393219,0.000000,5,0.000153,19634.930782,3145752,393219,0.000000
1,0.000129,31049.305589,4194280,524285,0.000000,1,0.000194,20609.425536,4194280,524285,0.000000
2,0.000132,30313.552601,4194280,524285,0.000000,2,0.000196,20363.532293,4194280,524285,0.000000
3,0.000125,31881.021046,4194280,524285,0.000000,3,0.000193,20777.135677,4194280,524285,0.000000
4,0.000128,31329.896188,4194280,524285,0.000000,4,0.000192,20807.578778,4194280,524285,0.000000
5,0.000125,31960.228551,4194280,524285,0.000000,5,0.000191,20961.424093,4194280,524285,0.000000
1,0.000129,31040.000000,4194304,524288,0.000000,1,0.000193,20690.776841,4194304,524288,0.000000
2,0.000131,30425.723088,4194304,524288,0.000000,2,0.000197,20270.922188,4194304,524288,0.000000
3,0.000125,31999.990685,4194304,524288,0.000000,3,0.000193,20685.264937,4194304,524288,0.000000
4,0.000129,31079.353553,4194304,524288,0.000000,4,0.000192,20800.000000,4194304,524288,0.000000
5,0.000126,31808.774125,4194304,524288,0.000000,5,0.000192,20876.500052,4194304,524288,0.000000
1,0.000132,30312.668481,4194328,524291,0.000000,1,0.000193,20755.152673,4194328,524291,0.000000
2,0.000137,29230.937563,4194328,524291,0.000000,2,0.000197,20256.115906,4194328,524291,0.000000
3,0.000129,30888.228558,4194328,524291,0.000000,3,0.000191,20923.198423,4194328,524291,0.000000
4,0.000129,30948.393195,4194328,524291,0.000000,4,0.000187,21399.317710,4194328,524291,0.000000
5,0.000129,31062.701579,4194328,524291,0.000000,5,0.000195,20535.554739,4194328,524291,0.000000
1,0.000181,33131.075214,6291432,786429,0.000000,1,0.000270,22217.064159,6291432,786429,0.000000
2,0.000185,32510.272043,6291432,786429,0.000000,2,0.000276,21702.780267,6291432,786429,0.000000
3,0.000175,34361.897614,6291432,786429,0.000000,3,0.000278,21586.699503,6291432,786429,0.000000
4,0.000180,33344.695634,6291432,786429,0.000000,4,0.000272,22082.565495,6291432,786429,0.000000
5,0.000177,33935.737019,6291432,786429,0.000000,5,0.000274,21914.456797,6291432,786429,0.000000
1,0.000181,33153.158660,6291456,786432,0.000000,1,0.000271,22167.657328,6291456,786432,0.000000
2,0.000184,32540.545946,6291456,786432,0.000000,2,0.000282,21247.064187,6291456,786432,0.000000
3,0.000176,34071.432053,6291456,786432,0.000000,3,0.000276,21716.021845,6291456,786432,0.000000
4,0.000180,33369.374912,6291456,786432,0.000000,4,0.000272,22090.093759,6291456,786432,0.000000
5,0.000176,34048.191011,6291456,786432,0.000000,5,0.000273,21975.902478,6291456,786432,0.000000
1,0.000183,32759.779268,6291480,786435,0.000000,1,0.000272,22095.901126,6291480,786435,0.000000
2,0.000191,31408.812862,6291480,786435,0.000000,2,0.000281,21325.381452,6291480,786435,0.000000
3,0.000178,33785.846620,6291480,786435,0.000000,3,0.000278,21600.079938,6291480,786435,0.000000
4,0.000180,33269.600720,6291480,786435,0.000000,4,0.000277,21635.382111,6291480,786435,0.000000
5,0.000179,33550.417973,6291480,786435,0.000000,5,0.000278,21593.003575,6291480,786435,0.000000
1,0.000237,33703.631979,8388584,1048573,0.000000,1,0.000353,22666.618430,8388584,1048573,0.000000
2,0.000239,33538.374503,8388584,1048573,0.000000,2,0.000370,21625.522466,8388584,1048573,0.000000
3,0.000228,35065.322425,8388584,1048573,0.000000,3,0.000363,22018.292179,8388584,1048573,0.000000
4,0.000232,34541.959404,8388584,1048573,0.000000,4,0.000360,22222.150402,8388584,1048573,0.000000
5,0.000228,35094.256898,8388584,1048573,0.000000,5,0.000356,22460.023403,8388584,1048573,0.000000
1,0.000238,33664.000000,8388608,1048576,0.000000,1,0.000355,22565.743568,8388608,1048576,0.000000
2,0.000239,33536.000000,8388608,1048576,0.000000,2,0.000364,22008.173545,8388608,1048576,0.000000
3,0.000228,35148.617801,8388608,1048576,0.000000,3,0.000358,22373.979056,8388608,1048576,0.000000
4,0.000232,34496.000000,8388608,1048576,0.000000,4,0.000363,22031.758705,8388608,1048576,0.000000
5,0.000229,34932.281003,8388608,1048576,0.000000,5,0.000357,22400.000000,8388608,1048576,-0.000000
1,0.000236,33935.593750,8388632,1048579,0.000000,1,0.000352,22709.729118,8388632,1048579,0.000000
2,0.000246,32496.229976,8388632,1048579,0.000000,2,0.000357,22400.074550,8388632,1048579,0.000000
3,0.000228,35136.100525,8388632,1048579,0.000000,3,0.000357,22425.781917,8388632,1048579,0.000000
4,0.000231,34634.627161,8388632,1048579,0.000000,4,0.000353,22650.289943,8388632,1048579,0.000000
5,0.000229,34880.099792,8388632,1048579,0.000000,5,0.000366,21875.058999,8388632,1048579,0.000000
1,0.000343,34944.980419,12582888,1572861,0.000000,1,0.000525,22838.667404,12582888,1572861,0.000000
2,0.000345,34765.657448,12582888,1572861,0.000000,2,0.000539,22281.133178,12582888,1572861,0.000000
3,0.000332,36098.560341,12582888,1572861,0.000000,3,0.000529,22702.666423,12582888,1572861,0.000000
4,0.000336,35670.276961,12582888,1572861,0.000000,4,0.000535,22412.654420,12582888,1572861,0.000000
5,0.000332,36132.528910,12582888,1572861,0.000000,5,0.000529,22670.313038,12582888,1572861,0.000000
1,0.000346,34642.836101,12582912,1572864,0.000000,1,0.000527,22778.451829,12582912,1572864,0.000000
2,0.000346,34634.743791,12582912,1572864,0.000000,2,0.000531,22609.767799,12582912,1572864,0.000000
3,0.000330,36326.300315,12582912,1572864,0.000000,3,0.000537,22366.875770,12582912,1572864,0.000000
4,0.000337,35568.875885,12582912,1572864,0.000000,4,0.000537,22347.313940,12582912,1572864,0.000000
5,0.000332,36108.114106,12582912,1572864,0.000000,5,0.000530,22630.634390,12582912,1572864,0.000000
1,0.000343,34981.892992,12582936,1572867,0.000000,1,0.000530,22638.846572,12582936,1572867,0.000000
2,0.000354,33853.429051,12582936,1572867,0.000000,2,0.000529,22698.837302,12582936,1572867,0.000000
3,0.000329,36433.828712,12582936,1572867,0.000000,3,0.000532,22545.502760,12582936,1572867,0.000000
4,0.000336,35710.909640,12582936,1572867,0.000000,4,0.000527,22752.343743,12582936,1572867,0.000000
5,0.000333,36000.082439,12582936,1572867,0.000000,5,0.000538,22295.896614,12582936,1572867,0.000000
1,0.000533,30015.472921,16777192,2097149,0.000000,1,0.000790,20258.043171,16777192,2097149,0.000000
2,0.000523,30569.085189,16777192,2097149,0.000000,2,0.000777,20590.138021,16777192,2097149,0.000000
3,0.000506,31624.949576,16777192,2097149,0.000000,3,0.000779,20543.198065,16777192,2097149,0.000000
4,0.000526,30399.957628,16777192,2097149,0.000000,4,0.000766,20892.543788,16777192,2097149,0.000000
5,0.000512,31249.950174,16777192,2097149,0.000000,5,0.000773,20705.860034,16777192,2097149,0.000000
1,0.000532,30072.309198,16777216,2097152,0.000000,1,0.000785,20387.104457,16777216,2097152,0.000000
2,0.000525,30464.000000,16777216,2097152,0.000000,2,0.000778,20562.262699,16777216,2097152,0.000000
3,0.000510,31365.067733,16777216,2097152,0.000000,3,0.000778,20562.262699,16777216,2097152,0.000000
4,0.000519,30829.261839,16777216,2097152,0.000000,4,0.000770,20780.882495,16777216,2097152,0.000000
5,0.000510,31357.450616,16777216,2097152,0.000000,5,0.000773,20690.776841,16777216,2097152,0.000000
1,0.000534,29952.042847,16777240,2097155,0.000000,1,0.000783,20433.758223,16777240,2097155,0.000000
2,0.000532,30102.807364,16777240,2097155,0.000000,2,0.000772,20728.776353,16777240,2097155,0.000000
3,0.000508,31486.009799,16777240,2097155,0.000000,3,0.000775,20645.198604,16777240,2097155,0.000000
4,0.000515,31093.164529,16777240,2097155,0.000000,4,0.000765,20903.263586,16777240,2097155,0.000000
5,0.000514,31107.623204,16777240,2097155,0.000000,5,0.000783,20444.466108,16777240,2097155,0.000000
1,0.000882,27196.108638,25165800,3145725,0.000000,1,0.001270,18891.080190,25165800,3145725,0.000000
2,0.000909,26416.833802,25165800,3145725,0.000000,2,0.001211,19815.372502,25165800,3145725,0.000000
3,0.000894,26849.291684,25165800,3145725,0.000000,3,0.001264,18987.704977,25165800,3145725,0.000000
4,0.000955,25142.838978,25165800,3145725,0.000000,4,0.001215,19757.549588,25165800,3145725,0.000000
5,0.000926,25919.986267,25165800,3145725,0.000000,5,0.001230,19519.161352,25165800,3145725,0.000000
1,0.000880,27262.852133,25165824,3145728,0.000000,1,0.001267,18939.758057,25165824,3145728,0.000000
2,0.000915,26220.892537,25165824,3145728,0.000000,2,0.001204,19927.262937,25165824,3145728,0.000000
3,0.000898,26730.549150,25165824,3145728,0.000000,3,0.001263,18996.973707,25165824,3145728,0.000000
4,0.000954,25156.625205,25165824,3145728,0.000000,4,0.001215,19747.751028,25165824,3145728,0.000000
5,0.000911,26341.477047,25165824,3145728,0.000000,5,0.001233,19459.448759,25165824,3145728,0.000000
1,0.000884,27161.712942,25165848,3145731,0.000000,1,0.001271,18882.904028,25165848,3145731,0.000000
2,0.000923,26000.027452,25165848,3145731,0.000000,2,0.001203,19951.825225,25165848,3145731,0.000000
3,0.000889,26990.907512,25165848,3145731,0.000000,3,0.001267,18939.776119,25165848,3145731,0.000000
4,0.000954,25156.667262,25165848,3145731,0.000000,4,0.001219,19688.649064,25165848,3145731,0.000000
5,0.000918,26155.704904,25165848,3145731,0.000000,5,0.001244,19285.734649,25165848,3145731,0.000000
1,0.001239,25819.719583,33554408,4194301,0.000000,1,0.001738,18407.060732,33554408,4194301,0.000000
2,0.001267,25263.148067,33554408,4194301,0.000000,2,0.001638,19539.802931,33554408,4194301,0.000000
3,0.001188,26932.112780,33554408,4194301,0.000000,3,0.001669,19170.492527,33554408,4194301,0.000000
4,0.001339,23896.998960,33554408,4194301,0.000000,4,0.001662,19256.617382,33554408,4194301,0.000000
5,0.001244,25714.269949,33554408,4194301,0.000000,5,0.001682,19027.023390,33554408,4194301,0.000000
1,0.001245,25702.828374,33554432,4194304,0.000000,1,0.001746,18322.587550,33554432,4194304,0.000000
2,0.001281,24988.031289,33554432,4194304,0.000000,2,0.001638,19534.149564,33554432,4194304,0.000000
3,0.001181,27096.784405,33554432,4194304,0.000000,3,0.001669,19174.090698,33554432,4194304,0.000000
4,0.001339,23903.630388,33554432,4194304,0.000000,4,0.001660,19277.121280,33554432,4194304,0.000000
5,0.001250,25600.000000,33554432,4194304,0.000000,5,0.001689,18944.000000,33554432,4194304,0.000000
1,0.001245,25702.846758,33554456,4194307,0.000000,1,0.001739,18396.775855,33554456,4194307,0.000000
2,0.001289,24832.017761,33554456,4194307,0.000000,2,0.001632,19612.924645,33554456,4194307,0.000000
3,0.001186,26987.989096,33554456,4194307,0.000000,3,0.001662,19252.042260,33554456,4194307,0.000000
4,0.001344,23808.017029,33554456,4194307,0.000000,4,0.001667,19200.013733,33554456,4194307,0.000000
