"Iteration","Time","Throughput (bps)","Bits","Bytes","Variance","Iteration","Time","Throughput (bps)","Bits","Bytes","Variance"
5,0.001250,25600.018311,33554456,4194307,0.000000,5,0.001689,18944.013550,33554456,4194307,0.000000
1,0.001905,25196.851371,50331624,6291453,0.000000,1,0.002514,19092.421852,50331624,6291453,0.000000
2,0.001871,25652.886261,50331624,6291453,0.000000,2,0.002513,19099.468858,50331624,6291453,0.000000
3,0.001843,26046.509606,50331624,6291453,0.000000,3,0.002533,18947.365568,50331624,6291453,0.000000
4,0.001957,24527.471371,50331624,6291453,0.000000,4,0.002473,19407.008610,50331624,6291453,0.000000
5,0.001895,25329.806667,50331624,6291453,0.000000,5,0.002466,19463.003909,50331624,6291453,0.000000
1,0.001885,25463.427813,50331648,6291456,0.000000,1,0.002515,19084.350068,50331648,6291456,0.000000
2,0.001871,25657.661920,50331648,6291456,0.000000,2,0.002500,19199.990567,50331648,6291456,0.000000
3,0.001833,26181.824235,50331648,6291456,0.000000,3,0.002523,19024.400090,50331648,6291456,0.000000
4,0.001953,24578.311982,50331648,6291456,0.000000,4,0.002478,19373.506887,50331648,6291456,0.000000
5,0.001897,25309.096760,50331648,6291456,0.000000,5,0.002463,19490.913597,50331648,6291456,0.000000
1,0.001875,25599.999630,50331672,6291459,0.000000,1,0.002538,18913.453161,50331672,6291459,0.000000
2,0.001882,25504.505021,50331672,6291459,0.000000,2,0.002523,19027.039260,50331672,6291459,0.000000
3,0.001828,26261.411003,50331672,6291459,0.000000,3,0.002538,18913.453161,50331672,6291459,0.000000
4,0.001947,24652.590812,50331672,6291459,0.000000,4,0.002478,19373.502212,50331672,6291459,0.000000
5,0.001891,25386.030636,50331672,6291459,0.000000,5,0.002463,19490.922891,50331672,6291459,0.000000
1,0.002489,25716.873909,67108840,8388605,0.000000,1,0.003344,19140.181265,67108840,8388605,0.000000
2,0.002602,24593.893440,67108840,8388605,0.000000,2,0.003303,19376.145623,67108840,8388605,0.000000
3,0.002467,25945.950265,67108840,8388605,0.000000,3,0.003359,19051.163583,67108840,8388605,0.000000
4,0.002619,24436.351719,67108840,8388605,0.000000,4,0.003242,19738.311930,67108840,8388605,0.000000
5,0.002534,25255.590733,67108840,8388605,0.000000,5,0.003288,19465.430142,67108840,8388605,0.000000
1,0.002490,25702.803763,67108864,8388608,0.000000,1,0.003351,19096.781390,67108864,8388608,0.000000
2,0.002594,24674.715239,67108864,8388608,0.000000,2,0.003311,19330.621274,67108864,8388608,0.000000
3,0.002460,26016.279931,67108864,8388608,0.000000,3,0.003351,19096.781390,67108864,8388608,0.000000
4,0.002617,24455.303135,67108864,8388608,0.000000,4,0.003237,19772.353584,67108864,8388608,0.000000
5,0.002541,25188.771806,67108864,8388608,0.000000,5,0.003289,19456.000000,67108864,8388608,0.000000
1,0.002470,25910.942642,67108888,8388611,0.000000,1,0.003351,19096.788220,67108888,8388611,0.000000
2,0.002615,24478.103472,67108888,8388611,0.000000,2,0.003338,19174.097555,67108888,8388611,0.000000
3,0.002480,25806.470567,67108888,8388611,0.000000,3,0.003378,18944.006775,67108888,8388611,0.000000
4,0.002617,24455.311881,67108888,8388611,0.000000,4,0.003250,19692.316408,67108888,8388611,0.000000
5,0.002531,25290.316843,67108888,8388611,0.000000,5,0.003276,19534.137846,67108888,8388611,0.000000
1,0.003720,25806.446916,100663272,12582909,0.000000,1,0.005095,18843.504079,100663272,12582909,0.000000
2,0.003883,24723.281131,100663272,12582909,0.000000,2,0.004892,19624.305334,100663272,12582909,0.000000
3,0.003700,25945.947785,100663272,12582909,0.000000,3,0.004973,19304.341623,100663272,12582909,0.000000
4,0.003787,25348.312366,100663272,12582909,0.000000,4,0.004895,19612.899656,100663272,12582909,0.000000
5,0.003735,25704.916325,100663272,12582909,0.000000,5,0.004987,19250.657657,100663272,12582909,0.000000
1,0.003705,25914.112400,100663296,12582912,0.000000,1,0.005094,18846.627200,100663296,12582912,0.000000
2,0.003893,24660.557795,100663296,12582912,0.000000,2,0.004897,19603.606860,100663296,12582912,0.000000
3,0.003689,26024.095040,100663296,12582912,0.000000,3,0.004970,19317.083168,100663296,12582912,0.000000
4,0.003773,25445.781817,100663296,12582912,0.000000,4,0.004897,19603.606860,100663296,12582912,0.000000
5,0.003739,25677.811848,100663296,12582912,0.000000,5,0.004985,19258.358886,100663296,12582912,0.000000
1,0.003682,26074.070620,100663320,12582915,0.000000,1,0.005109,18789.000895,100663320,12582915,0.000000
2,0.003869,24812.309968,100663320,12582915,0.000000,2,0.004926,19486.583460,100663320,12582915,0.000000
3,0.003722,25791.047988,100663320,12582915,0.000000,3,0.005030,19084.354618,100663320,12582915,0.000000
4,0.003795,25293.428882,100663320,12582915,0.000000,4,0.004912,19544.908366,100663320,12582915,0.000000
5,0.003727,25756.117032,100663320,12582915,0.000000,5,0.004970,19317.073732,100663320,12582915,0.000000
1,0.005023,25484.163398,134217704,16777213,0.000000,1,0.006656,19230.038172,134217704,16777213,0.000000
2,0.005214,24547.929485,134217704,16777213,0.000000,2,0.006594,19412.321962,134217704,16777213,0.000000
3,0.004955,25834.837196,134217704,16777213,0.000000,3,0.006812,18788.993055,134217704,16777213,0.000000
4,0.005048,25358.498808,134217704,16777213,0.000000,4,0.006406,19980.491668,134217704,16777213,0.000000
5,0.004955,25834.865451,134217704,16777213,0.000000,5,0.006594,19412.321962,134217704,16777213,0.000000
1,0.005042,25388.443959,134217728,16777216,0.000000,1,0.006667,19199.999237,134217728,16777216,0.000000
2,0.005217,24533.332358,134217728,16777216,0.000000,2,0.006583,19443.038914,134217728,16777216,0.000000
3,0.004960,25806.436529,134217728,16777216,0.000000,3,0.006806,18808.172051,134217728,16777216,0.000000
4,0.005062,25283.972249,134217728,16777216,0.000000,4,0.006421,19934.429658,134217728,16777216,0.000000
5,0.004940,25910.933375,134217728,16777216,0.000000,5,0.006611,19361.351365,134217728,16777216,0.000000
1,0.005021,25493.787151,134217752,16777219,0.000000,1,0.006722,19041.336374,134217752,16777219,0.000000
2,0.005217,24533.336745,134217752,16777219,0.000000,2,0.006639,19280.350793,134217752,16777219,0.000000
3,0.004980,25702.808359,134217752,16777219,0.000000,3,0.006806,18808.157111,134217752,16777219,0.000000
4,0.005083,25180.336702,134217752,16777219,0.000000,4,0.006474,19772.376283,134217752,16777219,0.000000
5,0.005000,25600.004578,134217752,16777219,0.000000,5,0.006583,19443.042390,134217752,16777219,0.000000
